Friend,Start date,End date,Start time,End time,Duration
495,5/29/18,5/30/18,0:00,0:00,24:00:00
496,5/29/18,5/30/18,0:00,0:00,24:00:00
497,5/30/18,5/31/18,0:00,0:00,24:00:00
498,5/31/18,6/1/18,0:00,0:00,24:00:00
499,5/31/18,6/1/18,0:00,0:00,24:00:00
500,5/31/18,6/1/18,0:00,0:00,24:00:00
501,5/31/18,6/1/18,0:00,0:00,24:00:00
502,6/1/18,6/2/18,0:00,0:00,24:00:00
503,6/1/18,6/2/18,0:00,0:00,24:00:00
504,6/1/18,6/2/18,0:00,0:00,24:00:00
505,6/2/18,6/3/18,0:00,0:00,24:00:00
506,6/2/18,6/3/18,0:00,0:00,24:00:00
507,6/2/18,6/3/18,0:00,0:00,24:00:00
508,6/3/18,6/4/18,0:00,0:00,24:00:00
509,6/3/18,6/4/18,0:00,0:00,24:00:00
510,6/4/18,6/5/18,0:00,0:00,24:00:00
511,6/5/18,6/6/18,0:00,0:00,24:00:00
512,6/6/18,6/7/18,0:00,0:00,24:00:00
513,6/6/18,6/7/18,0:00,0:00,24:00:00
514,6/6/18,6/7/18,0:00,0:00,24:00:00
515,6/6/18,6/7/18,0:00,0:00,24:00:00
516,6/6/18,6/7/18,0:00,0:00,24:00:00
517,6/7/18,6/8/18,0:00,0:00,24:00:00
518,6/7/18,6/8/18,0:00,0:00,24:00:00
519,6/8/18,6/9/18,0:00,0:00,24:00:00
520,6/9/18,6/10/18,0:00,0:00,24:00:00
521,6/9/18,6/10/18,0:00,0:00,24:00:00
522,6/9/18,6/10/18,0:00,0:00,24:00:00
523,6/10/18,6/11/18,0:00,0:00,24:00:00
524,6/11/18,6/12/18,0:00,0:00,24:00:00
525,6/13/18,6/14/18,0:00,0:00,24:00:00
526,6/14/18,6/15/18,0:00,0:00,24:00:00
527,6/14/18,6/15/18,0:00,0:00,24:00:00
528,6/14/18,6/15/18,0:00,0:00,24:00:00
529,6/15/18,6/16/18,0:00,0:00,24:00:00
530,6/15/18,6/16/18,0:00,0:00,24:00:00
531,6/16/18,6/17/18,0:00,0:00,24:00:00
532,6/16/18,6/17/18,0:00,0:00,24:00:00
533,6/16/18,6/17/18,0:00,0:00,24:00:00
534,6/17/18,6/18/18,0:00,0:00,24:00:00
535,6/17/18,6/18/18,0:00,0:00,24:00:00
536,6/18/18,6/19/18,0:00,0:00,24:00:00
537,6/18/18,6/19/18,0:00,0:00,24:00:00
538,6/19/18,6/20/18,0:00,0:00,24:00:00
539,6/19/18,6/20/18,0:00,0:00,24:00:00
540,6/19/18,6/20/18,0:00,0:00,24:00:00
541,6/19/18,6/20/18,0:00,0:00,24:00:00
542,6/20/18,6/21/18,0:00,0:00,24:00:00
543,6/20/18,6/21/18,0:00,0:00,24:00:00
544,6/20/18,6/21/18,0:00,0:00,24:00:00
545,6/20/18,6/21/18,0:00,0:00,24:00:00
546,6/21/18,6/22/18,0:00,0:00,24:00:00
547,6/21/18,6/22/18,0:00,0:00,24:00:00
548,6/21/18,6/22/18,0:00,0:00,24:00:00
549,6/22/18,6/23/18,0:00,0:00,24:00:00
550,6/23/18,6/24/18,0:00,0:00,24:00:00
551,6/24/18,6/25/18,0:00,0:00,24:00:00
552,6/24/18,6/25/18,0:00,0:00,24:00:00
553,6/26/18,6/27/18,0:00,0:00,24:00:00
554,6/27/18,6/28/18,0:00,0:00,24:00:00
555,6/29/18,6/30/18,0:00,0:00,24:00:00
556,6/29/18,6/30/18,0:00,0:00,24:00:00
557,6/30/18,7/1/18,0:00,0:00,24:00:00
558,6/30/18,7/1/18,0:00,0:00,24:00:00
559,7/1/18,7/2/18,0:00,0:00,24:00:00
560,7/1/18,7/2/18,0:00,0:00,24:00:00
561,7/1/18,7/2/18,0:00,0:00,24:00:00
562,7/2/18,7/3/18,0:00,0:00,24:00:00
563,7/3/18,7/4/18,0:00,0:00,24:00:00
564,7/3/18,7/4/18,0:00,0:00,24:00:00
565,7/3/18,7/4/18,0:00,0:00,24:00:00
566,7/3/18,7/4/18,0:00,0:00,24:00:00
567,7/4/18,7/5/18,0:00,0:00,24:00:00
568,7/4/18,7/5/18,0:00,0:00,24:00:00
569,7/4/18,7/5/18,0:00,0:00,24:00:00
570,7/4/18,7/5/18,0:00,0:00,24:00:00
571,7/5/18,7/6/18,0:00,0:00,24:00:00
572,7/5/18,7/6/18,0:00,0:00,24:00:00
573,7/6/18,7/7/18,0:00,0:00,24:00:00
574,7/6/18,7/7/18,0:00,0:00,24:00:00
575,7/7/18,7/8/18,0:00,0:00,24:00:00
576,7/8/18,7/9/18,0:00,0:00,24:00:00
577,7/8/18,7/9/18,0:00,0:00,24:00:00
578,7/8/18,7/9/18,0:00,0:00,24:00:00
579,7/8/18,7/9/18,0:00,0:00,24:00:00
580,7/11/18,7/12/18,0:00,0:00,24:00:00
581,7/11/18,7/12/18,0:00,0:00,24:00:00
582,7/11/18,7/12/18,0:00,0:00,24:00:00
583,7/13/18,7/14/18,0:00,0:00,24:00:00
584,7/14/18,7/15/18,0:00,0:00,24:00:00
585,7/14/18,7/15/18,0:00,0:00,24:00:00
586,7/16/18,7/17/18,0:00,0:00,24:00:00
587,7/17/18,7/18/18,0:00,0:00,24:00:00
588,7/18/18,7/19/18,0:00,0:00,24:00:00
589,7/19/18,7/20/18,0:00,0:00,24:00:00
590,7/19/18,7/20/18,0:00,0:00,24:00:00
591,7/19/18,7/20/18,0:00,0:00,24:00:00
592,7/19/18,7/20/18,0:00,0:00,24:00:00
593,7/20/18,7/21/18,0:00,0:00,24:00:00
594,7/21/18,7/22/18,0:00,0:00,24:00:00
595,7/23/18,7/24/18,0:00,0:00,24:00:00
596,7/24/18,7/25/18,0:00,0:00,24:00:00
597,7/24/18,7/25/18,0:00,0:00,24:00:00
598,7/24/18,7/25/18,0:00,0:00,24:00:00
599,7/25/18,7/26/18,0:00,0:00,24:00:00
600,7/25/18,7/26/18,0:00,0:00,24:00:00
601,7/26/18,7/27/18,0:00,0:00,24:00:00
602,7/26/18,7/27/18,0:00,0:00,24:00:00
603,7/27/18,7/28/18,0:00,0:00,24:00:00
604,7/28/18,7/29/18,0:00,0:00,24:00:00
605,7/29/18,7/30/18,0:00,0:00,24:00:00
606,7/30/18,7/31/18,0:00,0:00,24:00:00
607,7/30/18,7/31/18,0:00,0:00,24:00:00
608,7/30/18,7/31/18,0:00,0:00,24:00:00
609,8/1/18,8/2/18,0:00,0:00,24:00:00
610,8/1/18,8/2/18,0:00,0:00,24:00:00
611,8/2/18,8/3/18,0:00,0:00,24:00:00
612,8/2/18,8/3/18,0:00,0:00,24:00:00
613,8/2/18,8/3/18,0:00,0:00,24:00:00
614,8/3/18,8/4/18,0:00,0:00,24:00:00
615,8/3/18,8/4/18,0:00,0:00,24:00:00
616,8/4/18,8/5/18,0:00,0:00,24:00:00
617,8/4/18,8/5/18,0:00,0:00,24:00:00
618,8/5/18,8/6/18,0:00,0:00,24:00:00
619,8/5/18,8/6/18,0:00,0:00,24:00:00
620,8/5/18,8/6/18,0:00,0:00,24:00:00
621,8/6/18,8/7/18,0:00,0:00,24:00:00
622,8/6/18,8/7/18,0:00,0:00,24:00:00
623,8/7/18,8/8/18,0:00,0:00,24:00:00
624,8/7/18,8/8/18,0:00,0:00,24:00:00
625,8/7/18,8/8/18,0:00,0:00,24:00:00
626,8/8/18,8/9/18,0:00,0:00,24:00:00
627,8/8/18,8/9/18,0:00,0:00,24:00:00
628,8/8/18,8/9/18,0:00,0:00,24:00:00
629,8/9/18,8/10/18,0:00,0:00,24:00:00
630,8/9/18,8/10/18,0:00,0:00,24:00:00
631,8/9/18,8/10/18,0:00,0:00,24:00:00
632,8/10/18,8/11/18,0:00,0:00,24:00:00
633,8/10/18,8/11/18,0:00,0:00,24:00:00
634,8/11/18,8/12/18,0:00,0:00,24:00:00
635,8/11/18,8/12/18,0:00,0:00,24:00:00
636,8/11/18,8/12/18,0:00,0:00,24:00:00
637,8/11/18,8/12/18,0:00,0:00,24:00:00
638,8/12/18,8/13/18,0:00,0:00,24:00:00
639,8/13/18,8/14/18,0:00,0:00,24:00:00
640,8/13/18,8/14/18,0:00,0:00,24:00:00
